,stationName,day,season,result,hour
18533,5,3,1,1,7
18534,5,3,2,1,7
18535,5,3,3,1,7
18536,5,3,0,2,8
18537,5,3,1,2,8
18538,5,3,2,2,8
18539,5,3,3,2,8
18540,5,3,0,2,9
18541,5,3,1,2,9
18542,5,3,2,2,9
18543,5,3,3,2,9
18544,5,3,0,2,10
18545,5,3,1,2,10
18546,5,3,2,2,10
18547,5,3,3,2,10
18548,5,3,0,2,11
18549,5,3,1,2,11
18550,5,3,2,2,11
18551,5,3,3,2,11
18552,5,3,0,2,12
18553,5,3,1,2,12
18554,5,3,2,2,12
18555,5,3,3,2,12
18556,5,3,0,2,13
18557,5,3,1,2,13
18558,5,3,2,2,13
18559,5,3,3,2,13
18560,5,3,0,2,14
18561,5,3,1,2,14
18562,5,3,2,2,14
18563,5,3,3,2,14
18564,5,3,0,2,15
18565,5,3,1,2,15
18566,5,3,2,2,15
18567,5,3,3,2,15
18568,5,3,0,2,16
18569,5,3,1,2,16
18570,5,3,2,2,16
18571,5,3,3,2,16
18572,5,3,0,1,17
18573,5,3,1,2,17
18574,5,3,2,2,17
18575,5,3,3,2,17
18576,5,3,0,1,18
18577,5,3,1,1,18
18578,5,3,2,2,18
18579,5,3,3,1,18
18580,5,3,0,1,19
18581,5,3,1,1,19
18582,5,3,2,1,19
18583,5,3,3,1,19
18584,5,3,0,1,20
18585,5,3,1,1,20
18586,5,3,2,1,20
18587,5,3,3,1,20
18588,5,3,0,1,21
18589,5,3,1,1,21
18590,5,3,2,1,21
18591,5,3,3,1,21
18592,5,3,0,0,22
18593,5,3,1,0,22
18594,5,3,2,1,22
18595,5,3,3,0,22
18596,5,3,0,0,23
18597,5,3,1,0,23
18598,5,3,2,0,23
18599,5,3,3,0,23
18600,5,3,0,0,0
18601,5,3,1,0,0
18602,5,3,2,0,0
18603,5,3,3,0,0
18604,5,3,0,0,1
18605,5,3,1,0,1
18606,5,3,2,0,1
18607,5,3,3,0,1
18608,5,1,0,0,2
18609,5,1,1,0,2
18610,5,1,2,0,2
18611,5,1,3,0,2
18612,5,1,0,0,3
18613,5,1,1,0,3
18614,5,1,2,0,3
18615,5,1,3,0,3
18616,5,1,0,0,4
18617,5,1,1,0,4
18618,5,1,2,0,4
18619,5,1,3,0,4
18620,5,1,0,0,5
18621,5,1,1,0,5
18622,5,1,2,0,5
18623,5,1,3,0,5
18624,5,1,0,0,6
18625,5,1,1,0,6
18626,5,1,2,1,6
18627,5,1,3,1,6
18628,5,1,0,1,7
18629,5,1,1,1,7
18630,5,1,2,2,7
18631,5,1,3,2,7
18632,5,1,0,2,8
18633,5,1,1,2,8
18634,5,1,2,2,8
18635,5,1,3,2,8
18636,5,1,0,2,9
18637,5,1,1,2,9
18638,5,1,2,2,9
18639,5,1,3,2,9
18640,5,1,0,2,10
18641,5,1,1,2,10
18642,5,1,2,2,10
18643,5,1,3,2,10
18644,5,1,0,2,11
18645,5,1,1,2,11
18646,5,1,2,2,11
18647,5,1,3,2,11
18648,5,1,0,2,12
18649,5,1,1,2,12
18650,5,1,2,2,12
18651,5,1,3,2,12
18652,5,1,0,2,13
18653,5,1,1,2,13
18654,5,1,2,2,13
18655,5,1,3,2,13
18656,5,1,0,2,14
18657,5,1,1,2,14
18658,5,1,2,2,14
18659,5,1,3,2,14
18660,5,1,0,2,15
18661,5,1,1,2,15
18662,5,1,2,2,15
18663,5,1,3,2,15
18664,5,1,0,2,16
18665,5,1,1,2,16
18666,5,1,2,2,16
18667,5,1,3,2,16
18668,5,1,0,1,17
18669,5,1,1,2,17
18670,5,1,2,2,17
18671,5,1,3,2,17
18672,5,1,0,1,18
18673,5,1,1,1,18
18674,5,1,2,2,18
18675,5,1,3,1,18
18676,5,1,0,1,19
18677,5,1,1,1,19
18678,5,1,2,1,19
18679,5,1,3,1,19
18680,5,1,0,0,20
18681,5,1,1,1,20
18682,5,1,2,1,20
18683,5,1,3,1,20
18684,5,1,0,0,21
18685,5,1,1,0,21
18686,5,1,2,1,21
18687,5,1,3,0,21
18688,5,1,0,0,22
18689,5,1,1,0,22
18690,5,1,2,0,22
18691,5,1,3,0,22
18692,5,1,0,0,23
18693,5,1,1,0,23
18694,5,1,2,0,23
18695,5,1,3,0,23
18696,5,1,0,0,0
18697,5,1,1,0,0
18698,5,1,2,0,0
18699,5,1,3,0,0
18700,5,5,0,0,1
18701,5,5,1,0,1
18702,5,5,2,0,1
18703,5,5,3,0,1
18704,5,5,0,0,2
18705,5,5,1,0,2
18706,5,5,2,0,2
18707,5,5,3,0,2
18708,5,5,0,0,3
18709,5,5,1,0,3
18710,5,5,2,0,3
18711,5,5,3,0,3
18712,5,5,0,0,4
18713,5,5,1,0,4
18714,5,5,2,0,4
18715,5,5,3,0,4
18716,5,5,0,0,5
18717,5,5,1,0,5
18718,5,5,2,0,5
18719,5,5,3,0,5
18720,5,5,0,0,6
18721,5,5,1,1,6
18722,5,5,2,1,6
18723,5,5,3,1,6
18724,5,5,0,1,7
18725,5,5,1,1,7
18726,5,5,2,2,7
18727,5,5,3,2,7
18728,5,5,0,2,8
18729,5,5,1,2,8
18730,5,5,2,2,8
18731,5,5,3,2,8
18732,5,5,0,2,9
18733,5,5,1,2,9
18734,5,5,2,2,9
18735,5,5,3,2,9
18736,5,5,0,2,10
18737,5,5,1,2,10
18738,5,5,2,2,10
18739,5,5,3,2,10
18740,5,5,0,2,11
18741,5,5,1,2,11
18742,5,5,2,2,11
18743,5,5,3,2,11
18744,5,5,0,2,12
18745,5,5,1,2,12
18746,5,5,2,2,12
18747,5,5,3,2,12
18748,5,5,0,2,13
18749,5,5,1,2,13
18750,5,5,2,2,13
18751,5,5,3,2,13
18752,5,5,0,2,14
18753,5,5,1,2,14
18754,5,5,2,2,14
18755,5,5,3,2,14
18756,5,5,0,2,15
18757,5,5,1,2,15
18758,5,5,2,2,15
18759,5,5,3,2,15
18760,5,5,0,2,16
18761,5,5,1,2,16
18762,5,5,2,2,16
18763,5,5,3,2,16
18764,5,5,0,2,17
18765,5,5,1,2,17
18766,5,5,2,2,17
18767,5,5,3,2,17
18768,5,5,0,1,18
18769,5,5,1,1,18
18770,5,5,2,2,18
18771,5,5,3,2,18
18772,5,5,0,1,19
18773,5,5,1,1,19
18774,5,5,2,1,19
18775,5,5,3,1,19
18776,5,5,0,1,20
18777,5,5,1,1,20
18778,5,5,2,1,20
18779,5,5,3,1,20
18780,5,5,0,0,21
18781,5,5,1,1,21
18782,5,5,2,1,21
18783,5,5,3,1,21
18784,5,5,0,0,22
18785,5,5,1,0,22
18786,5,5,2,1,22
18787,5,5,3,0,22
18788,5,5,0,0,23
18789,5,5,1,0,23
18790,5,5,2,0,23
18791,5,5,3,0,23
18792,5,6,0,0,0
18793,5,6,1,0,0
18794,5,6,2,0,0
18795,5,6,3,0,0
18796,5,6,0,0,1
18797,5,6,1,0,1
18798,5,6,2,0,1
18799,5,6,3,0,1
18800,5,6,0,0,2
18801,5,6,1,0,2
18802,5,6,2,0,2
18803,5,6,3,0,2
18804,5,6,0,0,3
18805,5,6,1,0,3
18806,5,6,2,0,3
18807,5,6,3,0,3
18808,5,6,0,0,4
18809,5,6,1,0,4
18810,5,6,2,0,4
18811,5,6,3,0,4
18812,5,6,0,0,5
18813,5,6,1,0,5
18814,5,6,2,0,5
18815,5,6,3,0,5
18816,5,6,0,0,6
18817,5,6,1,0,6
18818,5,6,2,0,6
18819,5,6,3,0,6
18820,5,6,0,1,7
18821,5,6,1,1,7
18822,5,6,2,1,7
18823,5,6,3,1,7
18824,5,6,0,1,8
18825,5,6,1,1,8
18826,5,6,2,2,8
18827,5,6,3,2,8
18828,5,6,0,2,9
18829,5,6,1,2,9
18830,5,6,2,2,9
18831,5,6,3,2,9
18832,5,6,0,2,10
18833,5,6,1,2,10
18834,5,6,2,2,10
18835,5,6,3,2,10
18836,5,6,0,2,11
18837,5,6,1,2,11
18838,5,6,2,2,11
18839,5,6,3,2,11
18840,5,6,0,2,12
18841,5,6,1,2,12
18842,5,6,2,2,12
18843,5,6,3,2,12
18844,5,6,0,2,13
18845,5,6,1,2,13
18846,5,6,2,2,13
18847,5,6,3,2,13
18848,5,6,0,2,14
18849,5,6,1,2,14
18850,5,6,2,2,14
18851,5,6,3,2,14
18852,5,6,0,2,15
18853,5,6,1,2,15
18854,5,6,2,2,15
18855,5,6,3,2,15
18856,5,6,0,2,16
18857,5,6,1,2,16
18858,5,6,2,2,16
18859,5,6,3,2,16
18860,5,6,0,2,17
18861,5,6,1,2,17
18862,5,6,2,2,17
18863,5,6,3,2,17
18864,5,6,0,2,18
18865,5,6,1,2,18
18866,5,6,2,2,18
18867,5,6,3,2,18
18868,5,6,0,1,19
18869,5,6,1,2,19
18870,5,6,2,2,19
18871,5,6,3,2,19
18872,5,6,0,1,20
18873,5,6,1,1,20
18874,5,6,2,2,20
18875,5,6,3,2,20
18876,5,6,0,1,21
18877,5,6,1,1,21
18878,5,6,2,1,21
18879,5,6,3,1,21
18880,5,6,0,1,22
18881,5,6,1,1,22
18882,5,6,2,1,22
18883,5,6,3,1,22
18884,5,4,0,0,23
18885,5,4,1,0,23
18886,5,4,2,1,23
18887,5,4,3,0,23
18888,5,4,0,0,0
18889,5,4,1,0,0
18890,5,4,2,0,0
18891,5,4,3,0,0
18892,5,4,0,0,1
18893,5,4,1,0,1
18894,5,4,2,0,1
18895,5,4,3,0,1
18896,5,4,0,0,2
18897,5,4,1,0,2
18898,5,4,2,0,2
18899,5,4,3,0,2
18900,5,4,0,0,3
18901,5,4,1,0,3
18902,5,4,2,0,3
18903,5,4,3,0,3
18904,5,4,0,0,4
18905,5,4,1,0,4
18906,5,4,2,0,4
18907,5,4,3,0,4
18908,5,4,0,0,5
18909,5,4,1,0,5
18910,5,4,2,0,5
18911,5,4,3,0,5
18912,5,4,0,0,6
18913,5,4,1,0,6
18914,5,4,2,0,6
18915,5,4,3,0,6
18916,5,4,0,0,7
18917,5,4,1,0,7
18918,5,4,2,0,7
18919,5,4,3,0,7
18920,5,4,0,0,8
18921,5,4,1,0,8
18922,5,4,2,0,8
18923,5,4,3,0,8
18924,5,4,0,0,9
18925,5,4,1,0,9
18926,5,4,2,0,9
18927,5,4,3,0,9
18928,5,4,0,0,10
18929,5,4,1,0,10
18930,5,4,2,0,10
18931,5,4,3,0,10
18932,5,4,0,0,11
18933,5,4,1,0,11
18934,5,4,2,0,11
18935,5,4,3,0,11
18936,5,4,0,0,12
18937,5,4,1,0,12
18938,5,4,2,1,12
18939,5,4,3,0,12
18940,5,4,0,0,13
18941,5,4,1,0,13
18942,5,4,2,1,13
18943,5,4,3,0,13
18944,5,4,0,0,14
18945,5,4,1,0,14
18946,5,4,2,1,14
18947,5,4,3,0,14
18948,5,4,0,0,15
18949,5,4,1,0,15
18950,5,4,2,1,15
18951,5,4,3,0,15
18952,5,4,0,0,16
18953,5,4,1,0,16
18954,5,4,2,1,16
18955,5,4,3,0,16
18956,5,4,0,0,17
18957,5,4,1,0,17
18958,5,4,2,1,17
18959,5,4,3,0,17
18960,5,4,0,0,18
18961,5,4,1,0,18
18962,5,4,2,1,18
18963,5,4,3,1,18
18964,5,4,0,0,19
18965,5,4,1,0,19
18966,5,4,2,1,19
18967,5,4,3,1,19
18968,5,4,0,0,20
18969,5,4,1,0,20
18970,5,4,2,1,20
18971,5,4,3,0,20
18972,5,4,0,0,21
18973,5,4,1,0,21
18974,5,4,2,0,21
18975,5,4,3,0,21
18976,5,0,0,0,22
18977,5,0,1,0,22
18978,5,0,2,0,22
18979,5,0,3,0,22
18980,5,0,0,0,23
18981,5,0,1,0,23
18982,5,0,2,0,23
18983,5,0,3,0,23
18984,5,0,0,0,0
18985,5,0,1,0,0
18986,5,0,2,0,0
18987,5,0,3,0,0
18988,5,0,0,0,1
18989,5,0,1,0,1
18990,5,0,2,0,1
18991,5,0,3,0,1
18992,5,0,0,0,2
18993,5,0,1,0,2
18994,5,0,2,0,2
18995,5,0,3,0,2
18996,5,0,0,0,3
18997,5,0,1,0,3
18998,5,0,2,0,3
18999,5,0,3,0,3
19000,5,0,0,0,4
19001,5,0,1,0,4
19002,5,0,2,0,4
19003,5,0,3,0,4
19004,5,0,0,0,5
19005,5,0,1,0,5
19006,5,0,2,0,5
19007,5,0,3,0,5
19008,5,0,0,0,6
19009,5,0,1,0,6
19010,5,0,2,0,6
19011,5,0,3,0,6
19012,5,0,0,0,7
19013,5,0,1,0,7
19014,5,0,2,0,7
19015,5,0,3,0,7
19016,5,0,0,0,8
19017,5,0,1,0,8
19018,5,0,2,1,8
19019,5,0,3,0,8
19020,5,0,0,1,9
19021,5,0,1,1,9
19022,5,0,2,1,9
19023,5,0,3,1,9
19024,5,0,0,1,10
19025,5,0,1,1,10
19026,5,0,2,1,10
19027,5,0,3,1,10
19028,5,0,0,1,11
19029,5,0,1,1,11
19030,5,0,2,1,11
19031,5,0,3,1,11
19032,5,0,0,1,12
19033,5,0,1,1,12
19034,5,0,2,1,12
19035,5,0,3,1,12
19036,5,0,0,1,13
19037,5,0,1,1,13
19038,5,0,2,1,13
19039,5,0,3,1,13
19040,5,0,0,1,14
19041,5,0,1,1,14
19042,5,0,2,1,14
19043,5,0,3,1,14
19044,5,0,0,1,15
19045,5,0,1,1,15
19046,5,0,2,1,15
19047,5,0,3,1,15
19048,5,0,0,1,16
19049,5,0,1,1,16
19050,5,0,2,1,16
19051,5,0,3,1,16
19052,5,0,0,1,17
19053,5,0,1,1,17
19054,5,0,2,1,17
19055,5,0,3,1,17
19056,5,0,0,0,18
19057,5,0,1,1,18
19058,5,0,2,1,18
19059,5,0,3,1,18
19060,5,0,0,0,19
19061,5,0,1,0,19
19062,5,0,2,1,19
19063,5,0,3,1,19
19064,5,0,0,0,20
19065,5,0,1,0,20
19066,5,0,2,1,20
19067,5,0,3,0,20
19068,40,2,0,0,4
19069,40,2,1,0,4
19070,40,2,2,0,4
19071,40,2,3,0,4
19072,40,2,0,0,5
19073,40,2,1,0,5
19074,40,2,2,0,5
19075,40,2,3,0,5
19076,40,2,0,0,6
19077,40,2,1,0,6
19078,40,2,2,0,6
19079,40,2,3,0,6
19080,40,2,0,0,7
19081,40,2,1,0,7
19082,40,2,2,0,7
19083,40,2,3,0,7
19084,40,2,0,1,8
19085,40,2,1,1,8
19086,40,2,2,1,8
19087,40,2,3,1,8
19088,40,2,0,1,9
19089,40,2,1,1,9
19090,40,2,2,2,9
19091,40,2,3,2,9
19092,40,2,0,2,10
19093,40,2,1,2,10
19094,40,2,2,2,10
19095,40,2,3,2,10
19096,40,2,0,2,11
19097,40,2,1,2,11
19098,40,2,2,2,11
19099,40,2,3,2,11
19100,40,2,0,2,12
19101,40,2,1,2,12
19102,40,2,2,2,12
19103,40,2,3,2,12
19104,40,2,0,2,13
19105,40,2,1,2,13
19106,40,2,2,2,13
19107,40,2,3,2,13
19108,40,2,0,2,14
19109,40,2,1,2,14
19110,40,2,2,2,14
19111,40,2,3,2,14
19112,40,2,0,2,15
19113,40,2,1,2,15
19114,40,2,2,2,15
19115,40,2,3,2,15
19116,40,2,0,2,16
19117,40,2,1,2,16
19118,40,2,2,2,16
19119,40,2,3,2,16
19120,40,2,0,1,17
19121,40,2,1,1,17
19122,40,2,2,1,17
19123,40,2,3,1,17
19124,40,2,0,0,18
19125,40,2,1,0,18
19126,40,2,2,0,18
19127,40,2,3,0,18
19128,40,2,0,0,19
19129,40,2,1,0,19
19130,40,2,2,0,19
19131,40,2,3,0,19
19132,40,2,0,0,20
19133,40,2,1,0,20
19134,40,2,2,0,20
19135,40,2,3,0,20
19136,40,2,0,0,21
19137,40,2,1,0,21
19138,40,2,2,0,21
19139,40,2,3,0,21
19140,40,2,0,0,22
19141,40,2,1,0,22
19142,40,2,2,0,22
19143,40,2,3,0,22
19144,40,2,0,0,23
19145,40,2,1,0,23
19146,40,2,2,0,23
19147,40,2,3,0,23
19148,40,2,0,0,0
19149,40,2,1,0,0
19150,40,2,2,0,0
19151,40,2,3,0,0
19152,40,2,0,0,1
19153,40,2,1,0,1
19154,40,2,2,0,1
19155,40,2,3,0,1
19156,40,2,0,0,2
19157,40,2,1,0,2
19158,40,2,2,0,2
19159,40,2,3,0,2
19160,40,3,0,0,3
19161,40,3,1,0,3
19162,40,3,2,0,3
19163,40,3,3,0,3
19164,40,3,0,0,4
19165,40,3,1,0,4
19166,40,3,2,0,4
19167,40,3,3,0,4
19168,40,3,0,0,5
19169,40,3,1,0,5
19170,40,3,2,0,5
19171,40,3,3,0,5
19172,40,3,0,0,6
19173,40,3,1,0,6
19174,40,3,2,0,6
19175,40,3,3,0,6
19176,40,3,0,0,7
19177,40,3,1,0,7
19178,40,3,2,0,7
19179,40,3,3,0,7
19180,40,3,0,1,8
19181,40,3,1,1,8
19182,40,3,2,1,8
19183,40,3,3,1,8
19184,40,3,0,2,9
19185,40,3,1,2,9
19186,40,3,2,2,9
19187,40,3,3,2,9
19188,40,3,0,2,10
19189,40,3,1,2,10
19190,40,3,2,2,10
19191,40,3,3,2,10
19192,40,3,0,2,11
19193,40,3,1,2,11
19194,40,3,2,2,11
19195,40,3,3,2,11
19196,40,3,0,2,12
19197,40,3,1,2,12
19198,40,3,2,2,12
19199,40,3,3,2,12
19200,40,3,0,2,13
19201,40,3,1,2,13
19202,40,3,2,2,13
19203,40,3,3,2,13
19204,40,3,0,2,14
19205,40,3,1,2,14
19206,40,3,2,2,14
19207,40,3,3,2,14
19208,40,3,0,2,15
19209,40,3,1,2,15
19210,40,3,2,2,15
19211,40,3,3,2,15
19212,40,3,0,1,16
19213,40,3,1,1,16
19214,40,3,2,2,16
19215,40,3,3,2,16
19216,40,3,0,1,17
19217,40,3,1,1,17
19218,40,3,2,1,17
19219,40,3,3,1,17
19220,40,3,0,0,18
19221,40,3,1,0,18
19222,40,3,2,0,18
19223,40,3,3,0,18
19224,40,3,0,0,19
19225,40,3,1,0,19
19226,40,3,2,0,19
19227,40,3,3,0,19
19228,40,3,0,0,20
19229,40,3,1,0,20
19230,40,3,2,0,20
19231,40,3,3,0,20
19232,40,3,0,0,21
19233,40,3,1,0,21
19234,40,3,2,0,21
19235,40,3,3,0,21
19236,40,3,0,0,22
19237,40,3,1,0,22
19238,40,3,2,0,22
19239,40,3,3,0,22
19240,40,3,0,0,23
19241,40,3,1,0,23
19242,40,3,2,0,23
19243,40,3,3,0,23
19244,40,3,0,0,0
19245,40,3,1,0,0
19246,40,3,2,0,0
19247,40,3,3,0,0
19248,40,3,0,0,1
19249,40,3,1,0,1
19250,40,3,2,0,1
19251,40,3,3,0,1
19252,40,1,0,0,2
19253,40,1,1,0,2
19254,40,1,2,0,2
19255,40,1,3,0,2
19256,40,1,0,0,3
19257,40,1,1,0,3
19258,40,1,2,0,3
19259,40,1,3,0,3
19260,40,1,0,0,4
19261,40,1,1,0,4
19262,40,1,2,0,4
19263,40,1,3,0,4
19264,40,1,0,0,5
19265,40,1,1,0,5
19266,40,1,2,0,5
19267,40,1,3,0,5
19268,40,1,0,0,6
19269,40,1,1,0,6
19270,40,1,2,0,6
19271,40,1,3,0,6
19272,40,1,0,0,7
19273,40,1,1,0,7
19274,40,1,2,0,7
19275,40,1,3,0,7
19276,40,1,0,1,8
19277,40,1,1,1,8
19278,40,1,2,1,8
19279,40,1,3,1,8
19280,40,1,0,1,9
19281,40,1,1,1,9
19282,40,1,2,2,9
19283,40,1,3,1,9
19284,40,1,0,1,10
19285,40,1,1,2,10
19286,40,1,2,2,10
19287,40,1,3,2,10
19288,40,1,0,2,11
19289,40,1,1,2,11
19290,40,1,2,2,11
19291,40,1,3,2,11
19292,40,1,0,2,12
19293,40,1,1,2,12
19294,40,1,2,2,12
19295,40,1,3,2,12
19296,40,1,0,2,13
19297,40,1,1,2,13
19298,40,1,2,2,13
19299,40,1,3,2,13
19300,40,1,0,2,14
19301,40,1,1,2,14
19302,40,1,2,2,14
19303,40,1,3,2,14
19304,40,1,0,2,15
19305,40,1,1,2,15
19306,40,1,2,2,15
19307,40,1,3,2,15
19308,40,1,0,1,16
19309,40,1,1,1,16
19310,40,1,2,2,16
19311,40,1,3,1,16
19312,40,1,0,0,17
19313,40,1,1,0,17
19314,40,1,2,1,17
19315,40,1,3,1,17
19316,40,1,0,0,18
19317,40,1,1,0,18
19318,40,1,2,0,18
19319,40,1,3,0,18
19320,40,1,0,0,19
19321,40,1,1,0,19
19322,40,1,2,0,19
19323,40,1,3,0,19
19324,40,1,0,0,20
19325,40,1,1,0,20
19326,40,1,2,0,20
19327,40,1,3,0,20
19328,40,1,0,0,21
19329,40,1,1,0,21
19330,40,1,2,0,21
19331,40,1,3,0,21
19332,40,1,0,0,22
19333,40,1,1,0,22
19334,40,1,2,0,22
19335,40,1,3,0,22
19336,40,1,0,0,23
19337,40,1,1,0,23
19338,40,1,2,0,23
19339,40,1,3,0,23
19340,40,1,0,0,0
19341,40,1,1,0,0
19342,40,1,2,0,0
19343,40,1,3,0,0
19344,40,5,0,0,1
19345,40,5,1,0,1
19346,40,5,2,0,1
19347,40,5,3,0,1
19348,40,5,0,0,2
19349,40,5,1,0,2
19350,40,5,2,0,2
19351,40,5,3,0,2
19352,40,5,0,0,3
19353,40,5,1,0,3
19354,40,5,2,0,3
19355,40,5,3,0,3
19356,40,5,0,0,4
19357,40,5,1,0,4
19358,40,5,2,0,4
19359,40,5,3,0,4
19360,40,5,0,0,5
19361,40,5,1,0,5
19362,40,5,2,0,5
19363,40,5,3,0,5
19364,40,5,0,0,6
19365,40,5,1,0,6
19366,40,5,2,0,6
19367,40,5,3,0,6
19368,40,5,0,0,7
19369,40,5,1,0,7
19370,40,5,2,0,7
19371,40,5,3,0,7
19372,40,5,0,1,8
19373,40,5,1,1,8
19374,40,5,2,1,8
19375,40,5,3,1,8
19376,40,5,0,1,9
19377,40,5,1,2,9
19378,40,5,2,2,9
19379,40,5,3,2,9
19380,40,5,0,2,10
19381,40,5,1,2,10
19382,40,5,2,2,10
19383,40,5,3,2,10
19384,40,5,0,2,11
19385,40,5,1,2,11
19386,40,5,2,2,11
19387,40,5,3,2,11
19388,40,5,0,2,12
19389,40,5,1,2,12
19390,40,5,2,2,12
19391,40,5,3,2,12
19392,40,5,0,2,13
19393,40,5,1,2,13
19394,40,5,2,2,13
19395,40,5,3,2,13
19396,40,5,0,2,14
19397,40,5,1,2,14
19398,40,5,2,2,14
19399,40,5,3,2,14
19400,40,5,0,2,15
19401,40,5,1,2,15
19402,40,5,2,2,15
19403,40,5,3,2,15
19404,40,5,0,2,16
19405,40,5,1,2,16
19406,40,5,2,2,16
19407,40,5,3,2,16
19408,40,5,0,1,17
19409,40,5,1,1,17
19410,40,5,2,2,17
19411,40,5,3,2,17
19412,40,5,0,0,18
19413,40,5,1,0,18
19414,40,5,2,1,18
19415,40,5,3,1,18
19416,40,5,0,0,19
19417,40,5,1,0,19
19418,40,5,2,0,19
19419,40,5,3,0,19
19420,40,5,0,0,20
19421,40,5,1,0,20
19422,40,5,2,0,20
19423,40,5,3,0,20
19424,40,5,0,0,21
19425,40,5,1,0,21
19426,40,5,2,0,21
19427,40,5,3,0,21
19428,40,5,0,0,22
19429,40,5,1,0,22
19430,40,5,2,0,22
19431,40,5,3,0,22
19432,40,5,0,0,23
19433,40,5,1,0,23
19434,40,5,2,0,23
19435,40,5,3,0,23
19436,40,6,0,0,0
19437,40,6,1,0,0
19438,40,6,2,0,0
19439,40,6,3,0,0
19440,40,6,0,0,1
19441,40,6,1,0,1
19442,40,6,2,0,1
19443,40,6,3,0,1
19444,40,6,0,0,2
19445,40,6,1,0,2
19446,40,6,2,0,2
19447,40,6,3,0,2
19448,40,6,0,0,3
19449,40,6,1,0,3
19450,40,6,2,0,3
19451,40,6,3,0,3
19452,40,6,0,0,4
19453,40,6,1,0,4
19454,40,6,2,0,4
19455,40,6,3,0,4
19456,40,6,0,0,5
19457,40,6,1,0,5
19458,40,6,2,0,5
19459,40,6,3,0,5
19460,40,6,0,0,6
19461,40,6,1,0,6
19462,40,6,2,0,6
19463,40,6,3,0,6
19464,40,6,0,0,7
19465,40,6,1,0,7
19466,40,6,2,0,7
19467,40,6,3,0,7
19468,40,6,0,0,8
19469,40,6,1,0,8
19470,40,6,2,1,8
19471,40,6,3,1,8
19472,40,6,0,1,9
19473,40,6,1,1,9
19474,40,6,2,2,9
19475,40,6,3,1,9
19476,40,6,0,2,10
19477,40,6,1,2,10
19478,40,6,2,2,10
19479,40,6,3,2,10
19480,40,6,0,2,11
19481,40,6,1,2,11
19482,40,6,2,2,11
19483,40,6,3,2,11
19484,40,6,0,2,12
19485,40,6,1,2,12
19486,40,6,2,2,12
19487,40,6,3,2,12
19488,40,6,0,2,13
19489,40,6,1,2,13
19490,40,6,2,2,13
19491,40,6,3,2,13
19492,40,6,0,2,14
19493,40,6,1,2,14
19494,40,6,2,2,14
19495,40,6,3,2,14
19496,40,6,0,1,15
19497,40,6,1,1,15
19498,40,6,2,2,15
19499,40,6,3,2,15
19500,40,6,0,1,16
19501,40,6,1,1,16
19502,40,6,2,1,16
19503,40,6,3,1,16
19504,40,6,0,0,17
19505,40,6,1,0,17
19506,40,6,2,1,17
19507,40,6,3,0,17
19508,40,6,0,0,18
19509,40,6,1,0,18
19510,40,6,2,0,18
19511,40,6,3,0,18
19512,40,6,0,0,19
19513,40,6,1,0,19
19514,40,6,2,0,19
19515,40,6,3,0,19
19516,40,6,0,0,20
19517,40,6,1,0,20
19518,40,6,2,0,20
19519,40,6,3,0,20
19520,40,6,0,0,21
19521,40,6,1,0,21
19522,40,6,2,0,21
19523,40,6,3,0,21
19524,40,6,0,0,22
19525,40,6,1,0,22
19526,40,6,2,0,22
19527,40,6,3,0,22
19528,40,4,0,0,23
19529,40,4,1,0,23
19530,40,4,2,0,23
19531,40,4,3,0,23
19532,40,4,0,0,0
19533,40,4,1,0,0
19534,40,4,2,0,0
19535,40,4,3,0,0
19536,40,4,0,0,1
19537,40,4,1,0,1
19538,40,4,2,0,1
19539,40,4,3,0,1
19540,40,4,0,0,2
19541,40,4,1,0,2
19542,40,4,2,0,2
19543,40,4,3,0,2
19544,40,4,0,0,3
19545,40,4,1,0,3
19546,40,4,2,0,3
19547,40,4,3,0,3
19548,40,4,0,0,4
19549,40,4,1,0,4
19550,40,4,2,0,4
19551,40,4,3,0,4
19552,40,4,0,0,5
19553,40,4,1,0,5
19554,40,4,2,0,5
19555,40,4,3,0,5
19556,40,4,0,0,6
19557,40,4,1,0,6
19558,40,4,2,0,6
19559,40,4,3,0,6
19560,40,4,0,0,7
19561,40,4,1,0,7
19562,40,4,2,0,7
19563,40,4,3,0,7
19564,40,4,0,0,8
19565,40,4,1,0,8
19566,40,4,2,0,8
19567,40,4,3,0,8
19568,40,4,0,0,9
19569,40,4,1,0,9
19570,40,4,2,0,9
19571,40,4,3,0,9
19572,40,4,0,0,10
19573,40,4,1,0,10
19574,40,4,2,0,10
19575,40,4,3,0,10
19576,40,4,0,0,11
19577,40,4,1,0,11
19578,40,4,2,0,11
19579,40,4,3,0,11
19580,40,4,0,0,12
19581,40,4,1,0,12
19582,40,4,2,0,12
19583,40,4,3,0,12
19584,40,4,0,0,13
19585,40,4,1,0,13
19586,40,4,2,0,13
19587,40,4,3,0,13
19588,40,4,0,0,14
19589,40,4,1,0,14
19590,40,4,2,0,14
19591,40,4,3,0,14
19592,40,4,0,0,15
19593,40,4,1,0,15
19594,40,4,2,0,15
19595,40,4,3,0,15
19596,40,4,0,0,16
19597,40,4,1,0,16
19598,40,4,2,0,16
19599,40,4,3,0,16
19600,40,4,0,0,17
19601,40,4,1,0,17
19602,40,4,2,0,17
19603,40,4,3,0,17
19604,40,4,0,0,18
19605,40,4,1,0,18
19606,40,4,2,0,18
19607,40,4,3,0,18
