stationName,day,time,season,result
New Marg Metro Station,Thursday ,5:00 PM,Winter,very busy
New Marg Metro Station,Thursday ,5:00 PM,Summer,very busy
New Marg Metro Station,Thursday ,6:00 PM,Autumn,very busy
New Marg Metro Station,Thursday ,6:00 PM,Spring,very busy
New Marg Metro Station,Thursday ,6:00 PM,Winter,very busy
New Marg Metro Station,Thursday ,6:00 PM,Summer,very busy
New Marg Metro Station,Thursday ,7:00 PM,Autumn,very busy
New Marg Metro Station,Thursday ,7:00 PM,Spring,very busy
New Marg Metro Station,Thursday ,7:00 PM,Winter,very busy
New Marg Metro Station,Thursday ,7:00 PM,Summer,very busy
New Marg Metro Station,Thursday ,8:00 PM,Autumn,busy
New Marg Metro Station,Thursday ,8:00 PM,Spring,very busy
New Marg Metro Station,Thursday ,8:00 PM,Winter,very busy
New Marg Metro Station,Thursday ,8:00 PM,Summer,very busy
New Marg Metro Station,Thursday ,9:00 PM,Autumn,busy
New Marg Metro Station,Thursday ,9:00 PM,Spring,busy
New Marg Metro Station,Thursday ,9:00 PM,Winter,very busy
New Marg Metro Station,Thursday ,9:00 PM,Summer,very busy
New Marg Metro Station,Friday ,10:00 PM,Autumn,busy
New Marg Metro Station,Friday ,10:00 PM,Spring,busy
New Marg Metro Station,Friday ,10:00 PM,Winter,busy
New Marg Metro Station,Friday ,10:00 PM,Summer,busy
New Marg Metro Station,Friday ,11:00 PM,Autumn,normal
New Marg Metro Station,Friday ,11:00 PM,Spring,normal
New Marg Metro Station,Friday ,11:00 PM,Winter,busy
New Marg Metro Station,Friday ,11:00 PM,Summer,busy
New Marg Metro Station,Friday ,12:00 AM,Autumn,normal
New Marg Metro Station,Friday ,12:00 AM,Spring,normal
New Marg Metro Station,Friday ,12:00 AM,Winter,normal
New Marg Metro Station,Friday ,12:00 AM,Summer,normal
New Marg Metro Station,Friday ,1:00 AM,Autumn,normal
New Marg Metro Station,Friday ,1:00 AM,Spring,normal
New Marg Metro Station,Friday ,1:00 AM,Winter,normal
New Marg Metro Station,Friday ,1:00 AM,Summer,normal
New Marg Metro Station,Friday ,2:00 AM,Autumn,normal
New Marg Metro Station,Friday ,2:00 AM,Spring,normal
New Marg Metro Station,Friday ,2:00 AM,Winter,normal
New Marg Metro Station,Friday ,2:00 AM,Summer,normal
New Marg Metro Station,Friday ,3:00 AM,Autumn,normal
New Marg Metro Station,Friday ,3:00 AM,Spring,normal
New Marg Metro Station,Friday ,3:00 AM,Winter,normal
New Marg Metro Station,Friday ,3:00 AM,Summer,normal
New Marg Metro Station,Friday ,4:00 AM,Autumn,normal
New Marg Metro Station,Friday ,4:00 AM,Spring,normal
New Marg Metro Station,Friday ,4:00 AM,Winter,normal
New Marg Metro Station,Friday ,4:00 AM,Summer,normal
New Marg Metro Station,Friday ,5:00 AM,Autumn,normal
New Marg Metro Station,Friday ,5:00 AM,Spring,normal
New Marg Metro Station,Friday ,5:00 AM,Winter,normal
New Marg Metro Station,Friday ,5:00 AM,Summer,normal
New Marg Metro Station,Friday ,6:00 AM,Autumn,busy
New Marg Metro Station,Friday ,6:00 AM,Spring,busy
New Marg Metro Station,Friday ,6:00 AM,Winter,busy
New Marg Metro Station,Friday ,6:00 AM,Summer,busy
New Marg Metro Station,Friday ,7:00 AM,Autumn,busy
New Marg Metro Station,Friday ,7:00 AM,Spring,busy
New Marg Metro Station,Friday ,7:00 AM,Winter,very busy
New Marg Metro Station,Friday ,7:00 AM,Summer,very busy
New Marg Metro Station,Friday ,8:00 AM,Autumn,very busy
New Marg Metro Station,Friday ,8:00 AM,Spring,very busy
New Marg Metro Station,Friday ,8:00 AM,Winter,very busy
New Marg Metro Station,Friday ,8:00 AM,Summer,very busy
New Marg Metro Station,Friday ,9:00 AM,Autumn,very busy
New Marg Metro Station,Friday ,9:00 AM,Spring,very busy
New Marg Metro Station,Friday ,9:00 AM,Winter,very busy
New Marg Metro Station,Friday ,9:00 AM,Summer,very busy
New Marg Metro Station,Friday ,10:00 AM,Autumn,busy
New Marg Metro Station,Friday ,10:00 AM,Spring,busy
New Marg Metro Station,Friday ,10:00 AM,Winter,very busy
New Marg Metro Station,Friday ,10:00 AM,Summer,very busy
New Marg Metro Station,Friday ,11:00 AM,Autumn,busy
New Marg Metro Station,Friday ,11:00 AM,Spring,busy
New Marg Metro Station,Friday ,11:00 AM,Winter,very busy
New Marg Metro Station,Friday ,11:00 AM,Summer,busy
New Marg Metro Station,Friday ,12:00 PM,Autumn,busy
New Marg Metro Station,Friday ,12:00 PM,Spring,busy
New Marg Metro Station,Friday ,12:00 PM,Winter,busy
New Marg Metro Station,Friday ,12:00 PM,Summer,busy
New Marg Metro Station,Friday ,1:00 PM,Autumn,busy
New Marg Metro Station,Friday ,1:00 PM,Spring,busy
New Marg Metro Station,Friday ,1:00 PM,Winter,very busy
New Marg Metro Station,Friday ,1:00 PM,Summer,very busy
New Marg Metro Station,Friday ,2:00 PM,Autumn,very busy
New Marg Metro Station,Friday ,2:00 PM,Spring,very busy
New Marg Metro Station,Friday ,2:00 PM,Winter,very busy
New Marg Metro Station,Friday ,2:00 PM,Summer,very busy
New Marg Metro Station,Friday ,3:00 PM,Autumn,very busy
New Marg Metro Station,Friday ,3:00 PM,Spring,very busy
New Marg Metro Station,Friday ,3:00 PM,Winter,very busy
New Marg Metro Station,Friday ,3:00 PM,Summer,very busy
New Marg Metro Station,Friday ,4:00 PM,Autumn,very busy
New Marg Metro Station,Friday ,4:00 PM,Spring,very busy
New Marg Metro Station,Friday ,4:00 PM,Winter,very busy
New Marg Metro Station,Friday ,4:00 PM,Summer,very busy
New Marg Metro Station,Friday ,5:00 PM,Autumn,very busy
New Marg Metro Station,Friday ,5:00 PM,Spring,very busy
New Marg Metro Station,Friday ,5:00 PM,Winter,very busy
New Marg Metro Station,Friday ,5:00 PM,Summer,very busy
New Marg Metro Station,Friday ,6:00 PM,Autumn,very busy
New Marg Metro Station,Friday ,6:00 PM,Spring,very busy
New Marg Metro Station,Friday ,6:00 PM,Winter,very busy
New Marg Metro Station,Friday ,6:00 PM,Summer,very busy
New Marg Metro Station,Friday ,7:00 PM,Autumn,very busy
New Marg Metro Station,Friday ,7:00 PM,Spring,very busy
New Marg Metro Station,Friday ,7:00 PM,Winter,very busy
New Marg Metro Station,Friday ,7:00 PM,Summer,very busy
New Marg Metro Station,Friday ,8:00 PM,Autumn,busy
New Marg Metro Station,Friday ,8:00 PM,Spring,very busy
New Marg Metro Station,Friday ,8:00 PM,Winter,very busy
New Marg Metro Station,Friday ,8:00 PM,Summer,very busy
Ahmed Orabi,Saturday ,4:00 AM,Autumn,normal
Ahmed Orabi,Saturday ,4:00 AM,Spring,normal
Ahmed Orabi,Saturday ,4:00 AM,Winter,normal
Ahmed Orabi,Saturday ,4:00 AM,Summer,normal
Ahmed Orabi,Saturday ,5:00 AM,Autumn,normal
Ahmed Orabi,Saturday ,5:00 AM,Spring,normal
Ahmed Orabi,Saturday ,5:00 AM,Winter,normal
Ahmed Orabi,Saturday ,5:00 AM,Summer,normal
Ahmed Orabi,Saturday ,6:00 AM,Autumn,normal
Ahmed Orabi,Saturday ,6:00 AM,Spring,normal
Ahmed Orabi,Saturday ,6:00 AM,Winter,normal
Ahmed Orabi,Saturday ,6:00 AM,Summer,normal
Ahmed Orabi,Saturday ,7:00 AM,Autumn,busy
Ahmed Orabi,Saturday ,7:00 AM,Spring,busy
Ahmed Orabi,Saturday ,7:00 AM,Winter,busy
Ahmed Orabi,Saturday ,7:00 AM,Summer,busy
Ahmed Orabi,Saturday ,8:00 AM,Autumn,busy
Ahmed Orabi,Saturday ,8:00 AM,Spring,busy
Ahmed Orabi,Saturday ,8:00 AM,Winter,very busy
Ahmed Orabi,Saturday ,8:00 AM,Summer,busy
Ahmed Orabi,Saturday ,9:00 AM,Autumn,busy
Ahmed Orabi,Saturday ,9:00 AM,Spring,busy
Ahmed Orabi,Saturday ,9:00 AM,Winter,very busy
Ahmed Orabi,Saturday ,9:00 AM,Summer,very busy
Ahmed Orabi,Saturday ,10:00 AM,Autumn,busy
Ahmed Orabi,Saturday ,10:00 AM,Spring,busy
Ahmed Orabi,Saturday ,10:00 AM,Winter,very busy
Ahmed Orabi,Saturday ,10:00 AM,Summer,very busy
Ahmed Orabi,Saturday ,11:00 AM,Autumn,busy
Ahmed Orabi,Saturday ,11:00 AM,Spring,busy
Ahmed Orabi,Saturday ,11:00 AM,Winter,very busy
Ahmed Orabi,Saturday ,11:00 AM,Summer,busy
Ahmed Orabi,Saturday ,12:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,12:00 PM,Spring,busy
Ahmed Orabi,Saturday ,12:00 PM,Winter,very busy
Ahmed Orabi,Saturday ,12:00 PM,Summer,very busy
Ahmed Orabi,Saturday ,1:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,1:00 PM,Spring,very busy
Ahmed Orabi,Saturday ,1:00 PM,Winter,very busy
Ahmed Orabi,Saturday ,1:00 PM,Summer,very busy
Ahmed Orabi,Saturday ,2:00 PM,Autumn,very busy
Ahmed Orabi,Saturday ,2:00 PM,Spring,very busy
Ahmed Orabi,Saturday ,2:00 PM,Winter,very busy
Ahmed Orabi,Saturday ,2:00 PM,Summer,very busy
Ahmed Orabi,Saturday ,3:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,3:00 PM,Spring,very busy
Ahmed Orabi,Saturday ,3:00 PM,Winter,very busy
Ahmed Orabi,Saturday ,3:00 PM,Summer,very busy
Ahmed Orabi,Saturday ,4:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,4:00 PM,Spring,busy
Ahmed Orabi,Saturday ,4:00 PM,Winter,very busy
Ahmed Orabi,Saturday ,4:00 PM,Summer,very busy
Ahmed Orabi,Saturday ,5:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,5:00 PM,Spring,busy
Ahmed Orabi,Saturday ,5:00 PM,Winter,busy
Ahmed Orabi,Saturday ,5:00 PM,Summer,busy
Ahmed Orabi,Saturday ,6:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,6:00 PM,Spring,busy
Ahmed Orabi,Saturday ,6:00 PM,Winter,busy
Ahmed Orabi,Saturday ,6:00 PM,Summer,busy
Ahmed Orabi,Saturday ,7:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,7:00 PM,Spring,busy
Ahmed Orabi,Saturday ,7:00 PM,Winter,busy
Ahmed Orabi,Saturday ,7:00 PM,Summer,busy
Ahmed Orabi,Saturday ,8:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,8:00 PM,Spring,busy
Ahmed Orabi,Saturday ,8:00 PM,Winter,busy
Ahmed Orabi,Saturday ,8:00 PM,Summer,busy
Ahmed Orabi,Saturday ,9:00 PM,Autumn,busy
Ahmed Orabi,Saturday ,9:00 PM,Spring,busy
Ahmed Orabi,Saturday ,9:00 PM,Winter,busy
Ahmed Orabi,Saturday ,9:00 PM,Summer,busy
Ahmed Orabi,Saturday ,10:00 PM,Autumn,normal
Ahmed Orabi,Saturday ,10:00 PM,Spring,normal
Ahmed Orabi,Saturday ,10:00 PM,Winter,busy
Ahmed Orabi,Saturday ,10:00 PM,Summer,normal
Ahmed Orabi,Saturday ,11:00 PM,Autumn,normal
Ahmed Orabi,Saturday ,11:00 PM,Spring,normal
Ahmed Orabi,Saturday ,11:00 PM,Winter,normal
Ahmed Orabi,Saturday ,11:00 PM,Summer,normal
Ahmed Orabi,Saturday ,12:00 AM,Autumn,normal
Ahmed Orabi,Saturday ,12:00 AM,Spring,normal
Ahmed Orabi,Saturday ,12:00 AM,Winter,normal
Ahmed Orabi,Saturday ,12:00 AM,Summer,normal
Ahmed Orabi,Saturday ,1:00 AM,Autumn,normal
Ahmed Orabi,Saturday ,1:00 AM,Spring,normal
Ahmed Orabi,Saturday ,1:00 AM,Winter,normal
Ahmed Orabi,Saturday ,1:00 AM,Summer,normal
Ahmed Orabi,Saturday ,2:00 AM,Autumn,normal
Ahmed Orabi,Saturday ,2:00 AM,Spring,normal
Ahmed Orabi,Saturday ,2:00 AM,Winter,normal
Ahmed Orabi,Saturday ,2:00 AM,Summer,normal
Ahmed Orabi,Sunday ,3:00 AM,Autumn,normal
Ahmed Orabi,Sunday ,3:00 AM,Spring,normal
Ahmed Orabi,Sunday ,3:00 AM,Winter,normal
Ahmed Orabi,Sunday ,3:00 AM,Summer,normal
Ahmed Orabi,Sunday ,4:00 AM,Autumn,normal
Ahmed Orabi,Sunday ,4:00 AM,Spring,normal
Ahmed Orabi,Sunday ,4:00 AM,Winter,normal
Ahmed Orabi,Sunday ,4:00 AM,Summer,normal
Ahmed Orabi,Sunday ,5:00 AM,Autumn,normal
Ahmed Orabi,Sunday ,5:00 AM,Spring,normal
Ahmed Orabi,Sunday ,5:00 AM,Winter,normal
Ahmed Orabi,Sunday ,5:00 AM,Summer,normal
Ahmed Orabi,Sunday ,6:00 AM,Autumn,normal
Ahmed Orabi,Sunday ,6:00 AM,Spring,normal
Ahmed Orabi,Sunday ,6:00 AM,Winter,normal
Ahmed Orabi,Sunday ,6:00 AM,Summer,normal
Ahmed Orabi,Sunday ,7:00 AM,Autumn,busy
Ahmed Orabi,Sunday ,7:00 AM,Spring,busy
Ahmed Orabi,Sunday ,7:00 AM,Winter,busy
Ahmed Orabi,Sunday ,7:00 AM,Summer,busy
Ahmed Orabi,Sunday ,8:00 AM,Autumn,busy
Ahmed Orabi,Sunday ,8:00 AM,Spring,busy
Ahmed Orabi,Sunday ,8:00 AM,Winter,very busy
Ahmed Orabi,Sunday ,8:00 AM,Summer,very busy
Ahmed Orabi,Sunday ,9:00 AM,Autumn,very busy
Ahmed Orabi,Sunday ,9:00 AM,Spring,very busy
Ahmed Orabi,Sunday ,9:00 AM,Winter,very busy
Ahmed Orabi,Sunday ,9:00 AM,Summer,very busy
Ahmed Orabi,Sunday ,10:00 AM,Autumn,very busy
Ahmed Orabi,Sunday ,10:00 AM,Spring,very busy
Ahmed Orabi,Sunday ,10:00 AM,Winter,very busy
Ahmed Orabi,Sunday ,10:00 AM,Summer,very busy
Ahmed Orabi,Sunday ,11:00 AM,Autumn,very busy
Ahmed Orabi,Sunday ,11:00 AM,Spring,very busy
Ahmed Orabi,Sunday ,11:00 AM,Winter,very busy
Ahmed Orabi,Sunday ,11:00 AM,Summer,very busy
Ahmed Orabi,Sunday ,12:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,12:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,12:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,12:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,1:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,1:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,1:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,1:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,2:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,2:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,2:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,2:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,3:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,3:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,3:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,3:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,4:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,4:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,4:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,4:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,5:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,5:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,5:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,5:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,6:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,6:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,6:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,6:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,7:00 PM,Autumn,very busy
Ahmed Orabi,Sunday ,7:00 PM,Spring,very busy
Ahmed Orabi,Sunday ,7:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,7:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,8:00 PM,Autumn,busy
Ahmed Orabi,Sunday ,8:00 PM,Spring,busy
Ahmed Orabi,Sunday ,8:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,8:00 PM,Summer,very busy
Ahmed Orabi,Sunday ,9:00 PM,Autumn,busy
Ahmed Orabi,Sunday ,9:00 PM,Spring,busy
Ahmed Orabi,Sunday ,9:00 PM,Winter,very busy
Ahmed Orabi,Sunday ,9:00 PM,Summer,busy
Ahmed Orabi,Sunday ,10:00 PM,Autumn,busy
Ahmed Orabi,Sunday ,10:00 PM,Spring,busy
Ahmed Orabi,Sunday ,10:00 PM,Winter,busy
Ahmed Orabi,Sunday ,10:00 PM,Summer,busy
Ahmed Orabi,Sunday ,11:00 PM,Autumn,normal
Ahmed Orabi,Sunday ,11:00 PM,Spring,normal
Ahmed Orabi,Sunday ,11:00 PM,Winter,busy
Ahmed Orabi,Sunday ,11:00 PM,Summer,normal
Ahmed Orabi,Sunday ,12:00 AM,Autumn,normal
Ahmed Orabi,Sunday ,12:00 AM,Spring,normal
Ahmed Orabi,Sunday ,12:00 AM,Winter,normal
Ahmed Orabi,Sunday ,12:00 AM,Summer,normal
Ahmed Orabi,Sunday ,1:00 AM,Autumn,normal
Ahmed Orabi,Sunday ,1:00 AM,Spring,normal
Ahmed Orabi,Sunday ,1:00 AM,Winter,normal
Ahmed Orabi,Sunday ,1:00 AM,Summer,normal
Ahmed Orabi,Monday ,2:00 AM,Autumn,normal
Ahmed Orabi,Monday ,2:00 AM,Spring,normal
Ahmed Orabi,Monday ,2:00 AM,Winter,normal
Ahmed Orabi,Monday ,2:00 AM,Summer,normal
Ahmed Orabi,Monday ,3:00 AM,Autumn,normal
Ahmed Orabi,Monday ,3:00 AM,Spring,normal
Ahmed Orabi,Monday ,3:00 AM,Winter,normal
Ahmed Orabi,Monday ,3:00 AM,Summer,normal
Ahmed Orabi,Monday ,4:00 AM,Autumn,normal
Ahmed Orabi,Monday ,4:00 AM,Spring,normal
Ahmed Orabi,Monday ,4:00 AM,Winter,normal
Ahmed Orabi,Monday ,4:00 AM,Summer,normal
Ahmed Orabi,Monday ,5:00 AM,Autumn,normal
Ahmed Orabi,Monday ,5:00 AM,Spring,normal
Ahmed Orabi,Monday ,5:00 AM,Winter,normal
Ahmed Orabi,Monday ,5:00 AM,Summer,normal
Ahmed Orabi,Monday ,6:00 AM,Autumn,normal
Ahmed Orabi,Monday ,6:00 AM,Spring,normal
Ahmed Orabi,Monday ,6:00 AM,Winter,normal
Ahmed Orabi,Monday ,6:00 AM,Summer,normal
Ahmed Orabi,Monday ,7:00 AM,Autumn,busy
Ahmed Orabi,Monday ,7:00 AM,Spring,busy
Ahmed Orabi,Monday ,7:00 AM,Winter,busy
Ahmed Orabi,Monday ,7:00 AM,Summer,busy
Ahmed Orabi,Monday ,8:00 AM,Autumn,busy
Ahmed Orabi,Monday ,8:00 AM,Spring,very busy
Ahmed Orabi,Monday ,8:00 AM,Winter,very busy
Ahmed Orabi,Monday ,8:00 AM,Summer,very busy
Ahmed Orabi,Monday ,9:00 AM,Autumn,very busy
Ahmed Orabi,Monday ,9:00 AM,Spring,very busy
Ahmed Orabi,Monday ,9:00 AM,Winter,very busy
Ahmed Orabi,Monday ,9:00 AM,Summer,very busy
Ahmed Orabi,Monday ,10:00 AM,Autumn,very busy
Ahmed Orabi,Monday ,10:00 AM,Spring,very busy
Ahmed Orabi,Monday ,10:00 AM,Winter,very busy
Ahmed Orabi,Monday ,10:00 AM,Summer,very busy
Ahmed Orabi,Monday ,11:00 AM,Autumn,very busy
Ahmed Orabi,Monday ,11:00 AM,Spring,very busy
Ahmed Orabi,Monday ,11:00 AM,Winter,very busy
Ahmed Orabi,Monday ,11:00 AM,Summer,very busy
Ahmed Orabi,Monday ,12:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,12:00 PM,Spring,very busy
Ahmed Orabi,Monday ,12:00 PM,Winter,very busy
Ahmed Orabi,Monday ,12:00 PM,Summer,very busy
Ahmed Orabi,Monday ,1:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,1:00 PM,Spring,very busy
Ahmed Orabi,Monday ,1:00 PM,Winter,very busy
Ahmed Orabi,Monday ,1:00 PM,Summer,very busy
Ahmed Orabi,Monday ,2:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,2:00 PM,Spring,very busy
Ahmed Orabi,Monday ,2:00 PM,Winter,very busy
Ahmed Orabi,Monday ,2:00 PM,Summer,very busy
Ahmed Orabi,Monday ,3:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,3:00 PM,Spring,very busy
Ahmed Orabi,Monday ,3:00 PM,Winter,very busy
Ahmed Orabi,Monday ,3:00 PM,Summer,very busy
Ahmed Orabi,Monday ,4:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,4:00 PM,Spring,very busy
Ahmed Orabi,Monday ,4:00 PM,Winter,very busy
Ahmed Orabi,Monday ,4:00 PM,Summer,very busy
Ahmed Orabi,Monday ,5:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,5:00 PM,Spring,very busy
Ahmed Orabi,Monday ,5:00 PM,Winter,very busy
Ahmed Orabi,Monday ,5:00 PM,Summer,very busy
Ahmed Orabi,Monday ,6:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,6:00 PM,Spring,very busy
Ahmed Orabi,Monday ,6:00 PM,Winter,very busy
Ahmed Orabi,Monday ,6:00 PM,Summer,very busy
Ahmed Orabi,Monday ,7:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,7:00 PM,Spring,very busy
Ahmed Orabi,Monday ,7:00 PM,Winter,very busy
Ahmed Orabi,Monday ,7:00 PM,Summer,very busy
Ahmed Orabi,Monday ,8:00 PM,Autumn,very busy
Ahmed Orabi,Monday ,8:00 PM,Spring,very busy
Ahmed Orabi,Monday ,8:00 PM,Winter,very busy
Ahmed Orabi,Monday ,8:00 PM,Summer,very busy
Ahmed Orabi,Monday ,9:00 PM,Autumn,busy
Ahmed Orabi,Monday ,9:00 PM,Spring,busy
Ahmed Orabi,Monday ,9:00 PM,Winter,very busy
Ahmed Orabi,Monday ,9:00 PM,Summer,busy
Ahmed Orabi,Monday ,10:00 PM,Autumn,busy
Ahmed Orabi,Monday ,10:00 PM,Spring,busy
Ahmed Orabi,Monday ,10:00 PM,Winter,busy
Ahmed Orabi,Monday ,10:00 PM,Summer,busy
Ahmed Orabi,Monday ,11:00 PM,Autumn,normal
Ahmed Orabi,Monday ,11:00 PM,Spring,normal
Ahmed Orabi,Monday ,11:00 PM,Winter,normal
Ahmed Orabi,Monday ,11:00 PM,Summer,normal
Ahmed Orabi,Monday ,12:00 AM,Autumn,normal
Ahmed Orabi,Monday ,12:00 AM,Spring,normal
Ahmed Orabi,Monday ,12:00 AM,Winter,normal
Ahmed Orabi,Monday ,12:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,1:00 AM,Autumn,normal
Ahmed Orabi,Tuesday ,1:00 AM,Spring,normal
Ahmed Orabi,Tuesday ,1:00 AM,Winter,normal
Ahmed Orabi,Tuesday ,1:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,2:00 AM,Autumn,normal
Ahmed Orabi,Tuesday ,2:00 AM,Spring,normal
Ahmed Orabi,Tuesday ,2:00 AM,Winter,normal
Ahmed Orabi,Tuesday ,2:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,3:00 AM,Autumn,normal
Ahmed Orabi,Tuesday ,3:00 AM,Spring,normal
Ahmed Orabi,Tuesday ,3:00 AM,Winter,normal
Ahmed Orabi,Tuesday ,3:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,4:00 AM,Autumn,normal
Ahmed Orabi,Tuesday ,4:00 AM,Spring,normal
Ahmed Orabi,Tuesday ,4:00 AM,Winter,normal
Ahmed Orabi,Tuesday ,4:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,5:00 AM,Autumn,normal
Ahmed Orabi,Tuesday ,5:00 AM,Spring,normal
Ahmed Orabi,Tuesday ,5:00 AM,Winter,normal
Ahmed Orabi,Tuesday ,5:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,6:00 AM,Autumn,normal
Ahmed Orabi,Tuesday ,6:00 AM,Spring,normal
Ahmed Orabi,Tuesday ,6:00 AM,Winter,normal
Ahmed Orabi,Tuesday ,6:00 AM,Summer,normal
Ahmed Orabi,Tuesday ,7:00 AM,Autumn,busy
Ahmed Orabi,Tuesday ,7:00 AM,Spring,busy
Ahmed Orabi,Tuesday ,7:00 AM,Winter,busy
Ahmed Orabi,Tuesday ,7:00 AM,Summer,busy
Ahmed Orabi,Tuesday ,8:00 AM,Autumn,busy
Ahmed Orabi,Tuesday ,8:00 AM,Spring,busy
Ahmed Orabi,Tuesday ,8:00 AM,Winter,very busy
Ahmed Orabi,Tuesday ,8:00 AM,Summer,very busy
Ahmed Orabi,Tuesday ,9:00 AM,Autumn,very busy
Ahmed Orabi,Tuesday ,9:00 AM,Spring,very busy
Ahmed Orabi,Tuesday ,9:00 AM,Winter,very busy
Ahmed Orabi,Tuesday ,9:00 AM,Summer,very busy
Ahmed Orabi,Tuesday ,10:00 AM,Autumn,very busy
Ahmed Orabi,Tuesday ,10:00 AM,Spring,very busy
Ahmed Orabi,Tuesday ,10:00 AM,Winter,very busy
Ahmed Orabi,Tuesday ,10:00 AM,Summer,very busy
Ahmed Orabi,Tuesday ,11:00 AM,Autumn,very busy
Ahmed Orabi,Tuesday ,11:00 AM,Spring,very busy
Ahmed Orabi,Tuesday ,11:00 AM,Winter,very busy
Ahmed Orabi,Tuesday ,11:00 AM,Summer,very busy
Ahmed Orabi,Tuesday ,12:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,12:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,12:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,12:00 PM,Summer,very busy
Ahmed Orabi,Tuesday ,1:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,1:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,1:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,1:00 PM,Summer,very busy
Ahmed Orabi,Tuesday ,2:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,2:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,2:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,2:00 PM,Summer,very busy
Ahmed Orabi,Tuesday ,3:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,3:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,3:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,3:00 PM,Summer,very busy
Ahmed Orabi,Tuesday ,4:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,4:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,4:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,4:00 PM,Summer,very busy
Ahmed Orabi,Tuesday ,5:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,5:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,5:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,5:00 PM,Summer,very busy
Ahmed Orabi,Tuesday ,6:00 PM,Autumn,very busy
Ahmed Orabi,Tuesday ,6:00 PM,Spring,very busy
Ahmed Orabi,Tuesday ,6:00 PM,Winter,very busy
Ahmed Orabi,Tuesday ,6:00 PM,Summer,very busy
